index;dadosBasicos.numero;principal;dadosBasicos.classeProcessual;descricao_classe;dadosBasicos.orgaoJulgador.codigoOrgao;dadosBasicos.orgaoJulgador.nomeOrgao;DSC_TIP_ORGAO;assuntoLocal;assuntoLocal.descricao;codigoAssunto;assuntoLocalPai;codigoPaiNacional;cod_assunto;descricao_assunto;cod_assunto_classe;ocorrencia_ac;valid_ac;categoria;tribunal;cl_principal
 4201;8,01E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;12193;6ª Vara Federal;7;NA;NA;NA;NA;NA; 3539;Uso de documento falso;3539 283; 1028;1;0;5;268
 4202;5,08E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12180;14ª Vara Federal;1;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 436; 3121;1;0;5;2
 4203;5,00E+19;TRUE;    7;Procedimento Comum Cível;12954;4ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6184;Averbação/Cômputo de tempo de serviço  rural (empregado/empregador);6184 7;   71;1;0;3;2
 4204;2,47E+16;FALSE;  198;Apelação Cível;21706;GAB. 37 - DES.FED. NELSON PORFIRIO;3;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 198;  651;1;0;3;2
 4205;6,98E+15;FALSE;10944;Ação Penal - Procedimento Sumaríssimo;16525;27ª VARA FEDERAL;7;NA;Desobediência;NA;NA;NA; 5872;Crimes Praticados por Particular Contra a Administração em Geral;5872 10944;    9;1;1;5;268
 4206;2,10E+16;FALSE;  202;Agravo de Instrumento;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6004;Anulação de Débito Fiscal;6004 202;   14;1;0;3;2
 4207;5,00E+19;TRUE;    7;Procedimento Comum Cível;12674;20ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6119;RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas;6119 7;  227;1;0;4;2
 4208;3,14E+18;FALSE; 1710;Mandado de Segurança Criminal;12458;7? VARA FEDERAL DE RIBEIR?O PRETO;7;NA;NA;NA;NA;NA; 5945;IPI/ Imposto sobre Produtos Industrializados;5945 1710;  119;0;1;3;268
 4209;7,01E+18;TRUE;    7;Procedimento Comum Cível;12266;5ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6072;FNT/Fundo Nacional de Telecomunicações;6072 7;  158;1;0;2;2
 4210;5,06E+18;TRUE; 1111;Execução de Título Judicial;12194;7a. Vara Federal;1;NA;NA;NA;NA;NA; 6099;Aposentadoria por Tempo de Serviço (Art. 52/4);6099 1111;   94;1;0;5;2
 4211;5,01E+19;FALSE;  307;Habeas Corpus Criminal;44534;GAB. 81 (Des. Federal LEANDRO PAULSEN);3;NA;NA;NA;NA;NA; 3546;Adulteração de Sinal Identificador de Veículo Automotor;3546 307;   12;1;0;4;268
 4212;8,00E+18;TRUE;  355;Carta Precatória Criminal;13888;25ª Vara Federal;7;NA;NA;NA;NA;NA; 3539;Uso de documento falso;3539 355;   41;1;0;5;268
 4213;1,55E+16;TRUE; 1116;Execução Fiscal;12904;4ª Vara de Execução Fiscal de Vitória;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4214;5,02E+19;TRUE; 1116;Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;4;2
 4215;5,00E+19;TRUE;  172;Embargos à Execução;12615;2ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA;10318;Índice da URV Lei 8.880/1994;10318 172;   46;0;1;4;2
 4216;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;12553;1ª VARA FEDERAL DE NAVIRAÍ;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;3;268
 4217;8,00E+18;FALSE; 1116;Execução Fiscal;12205;8ª VARA FEDERAL;7;NA;Lei de Imprensa;NA;NA;NA;10433;Indenização por Dano Moral;10433 1116; 1919;1;0;5;2
 4218;3,34E+16;TRUE;12226;Notificação;12939;13ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA; 4839;Sistema Financeiro da Habitação;4839 12226;    6;1;1;3;2
 4219;5,02E+19;TRUE; 1116;Execução Fiscal;12874;4ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;2;2
 4220;3,39E+17;TRUE;    7;Procedimento Comum Cível;12296;1ª Vara Federal de Niterói;7;NA;NA;NA;NA;NA; 6094;Benefícios em Espécie;6094 7;  268;1;0;2;2
 4221;5,00E+19;FALSE; 1116;Execução Fiscal;16315;1ª VARA FEDERAL DE CARAGUATATUBA;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4222;1,62E+17;FALSE; 1114;Execução Contra a Fazenda Pública;16497;8? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6139;Reajuste pela Súmula 260 do TFR;6139 1114;  247;1;0;3;2
 4223;5,00E+19;FALSE; 1116;Execução Fiscal;14009;5ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4224;5,00E+19;TRUE; 1117;Execução Hipotecária do Sistema Financeiro da Habitação;12298;3ª Vara Federal de Niterói;7;NA;NA;NA;NA;NA; 4839;Sistema Financeiro da Habitação;4839 1117;   29;1;0;2;2
 4225;1,85E+17;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;12209;12ª Vara Federal;7;NA;NA;NA;NA;NA;10290;Gratificação de Incentivo;10290 12078;   28;0;1;5;2
 4226;5,02E+18;FALSE; 1111;Execução de Título Judicial;12215;18a Vara Federal;7;NA;NA;NA;NA;NA;10686;Multa Cominatória / Astreintes;10686 1111;   11;1;0;5;2
 4227;5,01E+19;TRUE;  279;Inquérito Policial;11915;3ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA; 3608;Tráfico de Drogas e Condutas Afins;3608 279;  119;1;0;4;268
 4228;1,87E+17;FALSE;    7;Procedimento Comum Cível;12189;2ª VARA FEDERAL;7;NA;Atualização de Conta;NA;NA;NA;10158;FGTS/Fundo de Garantia por Tempo de Serviço;10158 7;   60;0;1;5;2
 4229;7,36E+15;FALSE;    7;Procedimento Comum Cível;12473;4ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 7; 1614;1;0;3;2
 4230;7,67E+18;FALSE;    7;Procedimento Comum Cível;14006;7? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6139;Reajuste pela Súmula 260 do TFR;6139 7;  604;1;0;3;2
 4231;8,74E+14;TRUE;   40;Monitória;12269;8ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 9585;Cartão de Crédito;9585 40;   10;1;1;2;2
 4232;5,02E+19;TRUE; 1116;Execução Fiscal;12690;16ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4233;5,03E+19;TRUE; 1116;Execução Fiscal;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4234;6,39E+17;TRUE;  156;Cumprimento de sentença;12294;2ª Vara Federal de Campos;7;NA;NA;NA;NA;NA; 8842;Partes e Procuradores;8842 156;   25;1;0;2;2
 4235;6,22E+16;FALSE;  172;Embargos à Execução;12198;1ª Vara Federal;7;NA;NA;NA;NA;NA; 9518;Efeito Suspensivo / Impugnação / Embargos à Execução;9518 172;  210;1;0;5;2
 4236;1,27E+16;FALSE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4237;6,62E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12931;5? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5945;IPI/ Imposto sobre Produtos Industrializados;5945 1114;   49;1;0;3;2
 4238;5,12E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;18090;16ª VARA FEDERAL;7;NA;Calúnia;NA;NA;NA; 3394;Crimes contra a Honra;3394 283;    6;1;1;5;268
 4239;5,00E+19;TRUE;  355;Carta Precatória Criminal;11925;1ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 7942;Execução Penal e de Medidas Alternativas;7942 355;  138;1;0;4;268
 4240;3,65E+17;FALSE;  198;Apelação Cível;67815;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;3;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 198;  236;0;1;1;2
 4241;6,88E+18;FALSE; 1116;Execução Fiscal;12671;19ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4242;2,07E+18;FALSE;    7;Procedimento Comum Cível;12958;1? VARA FEDERAL DE SANTOS;7;NA;NA;NA;NA;NA; 6100;Aposentadoria Especial (Art. 57/8);6100 7;  890;1;0;3;2
 4243;5,18E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;12257;5ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3614;Crimes contra a Ordem Tributária;3614 283; 1280;1;0;2;268
 4244;1,44E+15;TRUE; 1116;Execução Fiscal;17677;26ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1116; 2211;1;0;1;2
 4245;2,28E+15;TRUE;  279;Inquérito Policial;12237;7ª Vara;7;NA;NA;NA;NA;NA; 3524;Moeda Falsa / Assimilados;3524 279;  329;1;0;5;268
 4246;2,61E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12940;14? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1114;  361;1;0;3;2
 4247;6,17E+16;FALSE; 1116;Execução Fiscal;53042;2ª RELATORIA DA 2ª TURMA RECURSAL DOS JEF'S/PE;1;NA;NA;NA;NA;NA; 6049;Servidores Ativos;6049 1116;  955;1;0;5;2
 4248;6,41E+17;TRUE;  279;Inquérito Policial;12249;3ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3435;Receptação;3435 279;   32;1;0;2;268
 4249;8,02E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;12259;6ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 283; 1974;1;0;2;268
 4250;5,66E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12935;9? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5975;Aquisição de combustíveis;5975 1114;  293;1;0;3;2
 4251;3,01E+18;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 5916;Impostos;5916 198;   13;1;0;3;2
 4252;7,08E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12226;5ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 1114;  182;0;1;5;2
 4253;5,69E+16;FALSE; 1116;Execução Fiscal;13989;1ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 4254;1,79E+17;TRUE; 1116;Execução Fiscal;12904;4ª Vara de Execução Fiscal de Vitória;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4255;5,27E+15;TRUE;  460;Recurso Inominado Cível;17709;4ª Vara JEF - UBERLÂNDIA;7;NA;NA;NA;NA;NA; 6182;Averbação/Cômputo/Conversão de tempo de serviço especial;6182 460;   90;1;0;1;2
 4256;4,14E+15;TRUE;  460;Recurso Inominado Cível;67870;1ª TR - R3 - Rio Branco;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 460;  129;1;0;1;2
 4257;4,11E+16;FALSE; 1116;Execução Fiscal;13997;9ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
 4258;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;16437;6ª Vara Federal de Maringá;7;NA;NA;NA;NA;NA; 6114;Benefício Assistencial (Art. 203,V CF/88);6114 436; 1608;1;0;4;2
 4259;2,07E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12397;4ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 3419;Roubo;3419 283;  206;1;0;1;268
 4260;5,00E+19;TRUE;  261;Carta Precatória Cível;52512;CENTRAL DE MANDADOS DE SÃO CARLOS;7;NA;NA;NA;NA;NA;11782;Intimação;11782 261;   78;1;0;3;2
 4261;5,00E+19;FALSE;    7;Procedimento Comum Cível;14005;5ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6185;Averbação/Cômputo do tempo de serviço como aluno aprendiz;6185 7;    5;1;1;3;2
 4262;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;13701;1ª Vara Federal de Guaíra;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 283; 1974;1;0;4;268
 4263;1,29E+17;FALSE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4264;6,69E+16;TRUE;  329;Seqüestro;12316;1ª Vara Federal Criminal de Vitória;7;NA;NA;NA;NA;NA; 3614;Crimes contra a Ordem Tributária;3614 329;   14;1;0;2;268
 4265;5,00E+19;FALSE; 1116;Execução Fiscal;12528;1ª VARA FEDERAL DE BRAGANÇA PAULISTA;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4266;1,25E+16;TRUE; 1116;Execução Fiscal;12953;3ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4267;1,48E+16;TRUE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4268;6,52E+16;TRUE;  198;Apelação Cível;17044;Desembargador Federal RICARDO PERLINGEIRO;3;NA;NA;NA;NA;NA;10167;Registro Profissional;10167 198;   61;0;1;2;2
 4269;6,57E+17;TRUE;  198;Apelação Cível;17043;Desembargador Federal MARCELO PEREIRA  DA SILVA;3;NA;NA;NA;NA;NA;10166;Conselhos Regionais de Fiscalização Profissional e Afins;10166 198;   94;0;1;2;2
 4270;3,59E+15;TRUE; 1116;Execução Fiscal;16659;4ª - São Luís;7;NA;NA;NA;NA;NA; 6085;FGTS/Fundo de Garantia Por Tempo de Serviço;6085 1116; 4118;1;0;1;2
 4271;1,53E+17;TRUE;  198;Apelação Cível;63780;Gabinete da Vice-Presidência;3;NA;NA;NA;NA;NA;10023;Multas e demais Sanções;10023 198;  109;0;1;2;2
 4272;2,68E+17;FALSE;    7;Procedimento Comum Cível;12223;2ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 4273;3,54E+15;FALSE;  460;Recurso Inominado Cível;12362;Guanambi;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 460; 1229;1;0;1;2
 4274;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;13866;5ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;4;268
 4275;2,23E+16;TRUE;    7;Procedimento Comum Cível;12895;1ª Vara Federal de Vitória;7;NA;NA;NA;NA;NA; 6138;Reajustes e Revisões Específicos;6138 7;  449;1;0;2;2
 4276;7,60E+16;TRUE;  279;Inquérito Policial;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 3426;Dano;3426 279;   19;1;0;3;268
 4277;7,00E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;12178;12ª VARA FEDERAL;7;NA;Fraude no Pagamento por Meio de Cheque;NA;NA;NA; 3415;Crimes contra o Patrimônio;3415 283;  537;1;0;5;268
 4278;7,01E+16;FALSE; 1728;Apelação / Remessa Necessária;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 5994;Compensação;5994 1728;   74;1;0;3;2
 4279;5,01E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12647;6ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 6061;Devolução de contribuições previdenciárias pagas além do teto;6061 436;   46;1;0;4;2
 4280;7,11E+18;TRUE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6060;Contribuição sobre a folha de salários;6060 198;  237;1;0;3;2
 4281;6,02E+17;TRUE;    7;Procedimento Comum Cível;12293;1ª Vara Federal de Campos;7;NA;NA;NA;NA;NA; 6135;Alteração do coeficiente de cálculo do benefício;6135 7;  122;1;0;2;2
 4282;5,00E+19;TRUE;  159;Execução de Título Extrajudicial;12582;3ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 7681;Obrigações;7681 159;   95;1;0;4;2
 4283;8,71E+14;FALSE;  283;Ação Penal - Procedimento Ordinário;12182;16ª VARA FEDERAL;7;NA;Nulidade / Inexigibilidade do Título;NA;NA;NA; 9148;Liquidação / Cumprimento / Execução;9148 283;    7;0;1;5;268
 4284;1,95E+17;FALSE; 1116;Execução Fiscal;12588;5ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4285;1,81E+16;TRUE;  120;Mandado de Segurança Cível;12248;22ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6038;Seguro Acidentes do Trabalho;6038 120;  128;1;0;2;2
 4286;8,03E+18;TRUE;  172;Embargos à Execução;17767;31ª Vara Federal;7;NA;NA;NA;NA;NA; 6122;RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos);6122 172;   10;1;1;2;2
 4287;2,69E+16;FALSE;  417;Apelação Criminal;19370;GAB. DES. FEDERAL CARLOS REBÊLO JÚNIOR;7;NA;NA;NA;NA;NA; 3533;Falsidade ideológica;3533 417;   87;1;0;5;268
 4288;4,69E+15;TRUE; 1116;Execução Fiscal;17674;23ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;1;2
 4289;9,07E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;53044;1ª RELATORIA DA 3ª TURMA RECURSAL DOS JEF'S/PE;1;NA;NA;NA;NA;NA; 3614;Crimes contra a Ordem Tributária;3614 283; 1280;1;0;5;268
 4290;1,11E+17;FALSE;  156;Cumprimento de sentença;12204;7ª VARA FEDERAL;7;NA;Industrial / Mercantil;NA;NA;NA;10488;Penhor;10488 156;   12;1;0;5;2
 4291;5,01E+19;TRUE; 1116;Execução Fiscal;13990;2ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 4292;5,69E+16;FALSE; 1116;Execução Fiscal;12162;5ª Vara Federal;7;NA;NA;NA;NA;NA;10887;Ausência de Cobrança Administrativa Prévia;10887 1116; 1023;1;0;5;2
 4293;7,13E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;18090;16ª VARA FEDERAL;7;NA;Moeda Falsa / Assimilados;NA;NA;NA; 3523;Crimes contra a Fé Pública;3523 283;  370;1;0;5;268
 4294;5,01E+19;TRUE; 1116;Execução Fiscal;12652;9ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4295;5,00E+19;TRUE; 1116;Execução Fiscal;14008;4ª VARA FEDERAL DE SÃO JOSÉ DOS CAMPOS;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 4296;1,02E+17;FALSE;  231;Impugnação ao Valor da Causa Cível;12620;1ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 231;  492;1;0;4;2
 4297;5,00E+19;TRUE;  120;Mandado de Segurança Cível;12940;14ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 120;  241;0;1;3;2
 4298;2,45E+16;TRUE;  460;Recurso Inominado Cível;67879;2ª TR - R3 - Salvador;7;NA;NA;NA;NA;NA; 6007;Repetição de indébito;6007 460;   59;1;0;1;2
 4299;2,65E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12164;7ª Vara Federal;7;NA;NA;NA;NA;NA; 3533;Falsidade ideológica;3533 283;  635;1;0;5;268
 4300;8,06E+18;TRUE; 1116;Execução Fiscal;12219;22ª Vara Federal;7;NA;NA;NA;NA;NA; 5952;IPTU/ Imposto Predial e Territorial Urbano;5952 1116;  242;1;0;5;2
 4301;7,22E+15;TRUE;    7;Procedimento Comum Cível;12518;5ª VARA FEDERAL DE GUARULHOS;7;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 7;  448;1;0;3;2
 4302;5,00E+19;FALSE; 1116;Execução Fiscal;12478;1ª VARA FEDERAL DE BAURU;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4303;5,00E+19;FALSE;  436;Procedimento do Juizado Especial Cível;11911;1ª Vara Federal de Apucarana;7;NA;NA;NA;NA;NA; 6178;Restabelecimento;6178 436;  418;1;0;4;2
 4304;5,18E+18;TRUE;  436;Procedimento do Juizado Especial Cível;14592;9a. Vara Federal;1;NA;NA;NA;NA;NA; 5921;Incidência sobre Licença-Prêmio/Abono/Indenização;5921 436;   13;1;0;5;2
 4305;3,63E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12947;22? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5989;Parcelamento;5989 1114;  576;1;0;3;2
 4306;5,01E+18;TRUE; 1111;Execução de Título Judicial;13899;30ª Vara Federal;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 1111;  355;1;0;5;2
 4307;1,40E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12940;14? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA;10317;Índice de 28,86% Lei 8.622/1993 e 8.627/1993;10317 1114;  167;0;1;3;2
 4308;9,64E+16;FALSE; 1116;Execução Fiscal;53042;2ª RELATORIA DA 2ª TURMA RECURSAL DOS JEF'S/PE;1;NA;NA;NA;NA;NA; 6049;Servidores Ativos;6049 1116;  955;1;0;5;2
 4309;5,01E+19;TRUE; 1116;Execução Fiscal;17799;4ª Vara Federal de Caxias do Sul;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;4;2
 4310;1,37E+17;FALSE;    7;Procedimento Comum Cível;12159;2ª VARA FEDERAL;7;NA;Lotação;NA;NA;NA;10220;Regime Estatutário;10220 7;   97;0;1;5;2
 4311;9,78E+15;TRUE;  283;Ação Penal - Procedimento Ordinário;12475;1ª VARA FEDERAL DE ARAÇATUBA;7;NA;NA;NA;NA;NA; 3633;Crimes do Sistema Nacional de Armas;3633 283;  202;1;0;3;268
 4312;2,56E+17;FALSE; 1116;Execução Fiscal;12007;1ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4313;5,03E+19;FALSE;  198;Apelação Cível;44518;Vice-Presidência;3;NA;NA;NA;NA;NA; 7752;Bancários;7752 198;   33;1;0;4;2
 4314;3,27E+15;TRUE;  460;Recurso Inominado Cível;67912;2ª TR - R3 - Belo Horizonte;7;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 460; 3697;1;0;1;2
 4315;8,07E+16;FALSE;  417;Apelação Criminal;16558;GAB. DES. FEDERAL FERNANDO BRAGA DAMASCENO;3;NA;NA;NA;NA;NA; 3642;Crimes da Lei de licitações;3642 417;  108;1;0;5;268
 4316;5,88E+17;FALSE; 1116;Execução Fiscal;12690;16ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4317;5,00E+19;TRUE;  413;Agravo de Execução Penal;21684;GAB. 15 - DES.FED. ANDRÉ NEKATSCHALOW;3;NA;NA;NA;NA;NA;10621;Aplicação da Pena;10621 413;   43;1;0;3;268
 4318;5,24E+16;TRUE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4319;5,95E+17;TRUE;  460;Recurso Inominado Cível;63814;Presidência das Turmas Recursais;7;NA;NA;NA;NA;NA; 6062;1/3 de férias;6062 460;  171;1;0;2;2
 4320;1,93E+15;TRUE; 1116;Execução Fiscal;14314;7ª VARA FEDERAL DE SANTOS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4321;8,44E+14;TRUE;  135;Relatório Falimentar;   35;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;2;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 135;   32;1;0;1;2
 4322;5,00E+19;TRUE;  386;Execução da Pena;12005;1ª Vara Federal de Itajaí;7;NA;NA;NA;NA;NA; 7787;Prestação de Serviços à Comunidade;7787 386;  247;1;0;4;385
 4323;1,41E+16;FALSE;  202;Agravo de Instrumento;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 9518;Efeito Suspensivo / Impugnação / Embargos à Execução;9518 202;   49;1;0;3;2
 4324;5,00E+19;FALSE; 1116;Execução Fiscal;13848;1ª VARA FEDERAL DE MAUÁ;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4325;5,09E+18;TRUE; 1111;Execução de Título Judicial;12179;13a Vara Federal/Ce - Juizado Especial Federal Cível;1;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 1111;   95;0;1;5;2
 4326;2,49E+16;TRUE;  183;Cautelar Inominada;12254;18ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 183;    1;0;1;2;2
 4327;5,01E+18;TRUE; 1111;Execução de Título Judicial;12205;8ª Vara Federal;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 1111;  610;1;0;5;2
 4328;9,02E+14;TRUE;  283;Ação Penal - Procedimento Ordinário;13889;11ª Vara Federal;7;NA;NA;NA;NA;NA; 3615;Crimes contra a Ordem Econômica;3615 283;  253;1;0;5;268
